,Text,is_long,ESG_Category
8216,"EY today announces the launch of the EY Climate Stress Testing and Scenario Analysis solution, running on Microsoft Azure, which aims to help safeguard Canada's financial sector against the impacts of climate change.",False,Environmental
17253,"We are concerned about not just efficiency inside the datacenter, but also how to create dramatically more efficient systems, from the power plant to the chip.",False,General
14058,It is a platform that lets users build on the power of the cloud to accelerate environmental sustainability and Earth science.,False,Environmental
14880,"In addition, we launched free trial offers including Office 365 for Volunteers and Power Platforms to support critical COVID19 response scenarios.",False,General
14250,"99,009 81,263 45 261 17,408 32 2,946,043 2,929,720 4,700 11,623 183,329 182,313 293 723",False,General
18856,Working with partners and governments to unlock the economic potential of the cloud.,False,General
16355,"Since the inception of the carbon fee, Microsoft has: Purchased more than 14 million megawatthours (M Wh) of green power.",False,Environmental
8301,"We’re proud that Hanwha Advanced Materials is adding to that growing number as it becomes a valued member of the Bartow County community.”Georgia is not the only Republicanled state to pull the rug out from under the antiESG campaign, but it sure sticks out like a sore thumb.",False,Social
5705,"Microsoft puts its money where its mouth is, too.",False,General
15841,Im also deeply humbled and inspired by the generosity of our employees.,False,Social
9514,"Neither Nasdaq nor the SEC requires companies to report their board diversity information using XBRL, complicating efforts for computers to read the data, especially if it’s conveyed in images instead of numbers, said Campbell Pryde, CEO of XBRL US, which advocates for machinereadable business information.",False,General
5935,"Organizations need to import environmental data from all their sources Microsoft Sustainability Manager helps customers import and store emissions data for all three scopes of impact, with prebuilt calculation methodologies for Scopes 1, 2, and most categories of Scope 3 (The balance of Scope 3 categories will be covered soon).",False,Environmental
10188,This is a service that has all of the cuttingedge models from open AI available within it.,False,General
6495,"Sustainability Microsoft Cloud for Sustainability empowers organizations to accelerate sustainability progress by bringing together a growing set of environmental, social, and governance (ESG) capabilities from Microsoft Azure, Microsoft 365, Microsoft Dynamics 365, and solutions from a global ecosystem of partners.",False,Environmental
755,"Microsoft Azure cloud storage is provided in 50 global regions, encompassing more than 100 data centers.",False,General
15368,Microsoft supports first response organizations through technology donations and financial support during response and recovery efforts.,False,General
20717,Interoperable by Design Microsoft has been working with industry partners on a new generation of software with builtin components to make it interoperable by design.,False,General
8119,"Even though he has a computer science MBA and more than two decades of experience creating spreadsheets and pivot tables, Yan found that Copilot in Excel could handle the job more efficiently.",False,General
15653,"Read about our partnership Promoting human rights and security Facebook, Microsoft, Twitter, and You Tube formed the Global Internet Forum to Counter Terrorism, allowing us to continue making our hosted consumer services hostile to terrorists and violent extremists.",False,Social
8993,"Fabric can be used to access, deploy, and compute the solutions and services offered by Project ESG Lake.",False,Environmental
18612,"Fueled development of new, creative ways to keep hackers from exploiting software vulnerabilities.",False,General
21048,Bills and Pauls early vision of a computer on every desk and in every home seemed like a fantasy to most people when the two friends founded what was then called Micro Soft.,False,General
13694,"Reducing water usage in facilities with the cloud Enova, a joint venture between Majid Al Futtaim and Veolia, is an integrated energy and facilities management provider offering comprehensive services and performancebased solutions to its clients to help achieve their financial, operational, and environmental targets.",False,Environmental
6200,The companies will also continue to work together to enhance the reliability of carbon accounting through the Carbon Call to which both KPMG and Microsoft were founding signatories.,False,Environmental
17096,"the supply chains dependent upon the use of metals, ranging from underage labor to environmental degradation.",False,Environmental
69,"(That said, not all coverage related to these companies was favorable.",False,General
5367,"In the end, the customer rapidly moved to AWS using the specific deployment model recommended during the Optimization and Licensing Assessment process.",False,General
8084,Copilot for Microsoft Sustainability Manager (source: Microsoft).,False,Environmental
14602,"Support inclusive economic opportunity Empowering nonprofits worldwide Technology can enable nonprofit, humanitarian organizations and social entrepreneurs to be more productive, more innovative, and ultimately, to drive greater societal impact.",False,Social
5682,"It's working to be a carbon negative, water positive, zero waste company by 2030.",False,Environmental
20883,I commend Canadian law enforcement and Microsoft Canada for their vision and leadership in creating a tool unlike any other in the world that will help keep our children safe from online predators.,False,General
21307,"When new construction threatened to encroach on an area of wetlands, Microsoft responded by enhancing the site and making it publicly accessible as a habitat interpretive center.",False,Environmental
13363,These criteria are our minimal viable specifications for the most common project types that we will consider for procurement.,False,General
1680,"Additional NDX companies that had a ""strong"" reputation were Intel (INTC), Google, Marriott International (MAR), Cisco, Amazon, Apple and Kraft Heinz.",False,General
7557,"To measure how happy employees are with their jobs, surveys were conducted with over 150,000 employees in 58 countries.",False,Social
8569,"Once operational, the safety and reliability of Ash Creek Solar will be managed by six fulltime and permanent positions onsite.",False,General
9662,"While Microsoft’s emissions footprint is a tiny percentage of global emissions, we also have a role to play in helping reduce or remove the other 99.97% of global emissions.",False,Environmental
5961,"Using it, customers and partners can quickly and reliably build and scale new analytics dashboards, production solutions, and digital twins.",False,General
2603,This includes a sustainability design standard across Microsoft that requires water conservation at all locations globally.,False,Environmental
19752,Microsoft does not support political candidates or campaigns outside of the United States.,False,General
13868,"Were also increasing use of recycled material in our own devices, accessories, and packaging.",False,General
7868,Microsoft and Schneider Electric are collaborating to leverage copilots and generative AI to transform outage management and control center operations.,False,General
1269,"He’s given a keynote at the Council of Institutional Investors, for example.",False,General
5413,"The financing was coled by Carbon Direct Capital Management, Ahren Innovation Capital, and Bill Gatesfounded energy transition venture fund Breakthrough Energy Ventures.",False,Environmental
13734,"To date, 116 AI for Earth grantees have worked on waterrelated projects.",False,Environmental
12698,A complete list of MCRI projects is available on our website.,False,General
19868,"From the beginning, our community investments have been inspired by our employees, and its their passion and commitment that continue to drive Microsofts efforts to help people in need.",False,Social
12423,"Improving device repairability and energy efficiency Our latest products, including Surface Pro 9, Surface Laptop 5, Surface Laptop Go 2, and Surface Studio 2+ all feature a host of replaceable components serviceable by an expanding Authorized Service Provider and inregion repair network.",False,General
6998,You may also be interested in the Business Chief UK & Europe website.,False,General
19965,"Before the seminar, many of the Cambodian police and prosecutors who received the training had never used a computer or the Internet.",False,General
11284,"Today, they’re also pivotal to helping customers advance sustainability through robust, innovative solutions powered by the Microsoft Cloud.",False,Environmental
10919,"Built on Microsoft Azure, the solution helps financial institutions respond to pressure from regulators and stakeholders to meet climate risk management regulations and standards.",False,Environmental
8669,Data center trends for 2024 are showing similar themes: sustainability and reduction of material waste.,False,Environmental
20639,"Summit Award for Employee Community Engagement in the Spirit of America Award program, United Way of America (UWA)",False,Social
2283,Using our voice on carbonrelated public policy issues.,False,Environmental
3732,"""If you are not going to invest, what's the cost of not investing?""",False,General
9046,Sign up to receive email updates.,False,General
17214,We offer a comprehensive online tool to help consumers understand the recycling options available to them in their specific location.,False,General
14066,"that put the Planetary Computer platform to work for environmental sustainability, ranging from conservation planning and forest risk management to land cover classification.",False,Environmental
18492,Goal: Engage in crossindustry forums to help us identify and contribute to the development of best practices.,False,General
8944,See where data needs cleaning or where you need more complete data.,False,General
20746,Biz Talk calls a Web service to interact with the application so that citizens can pay service fees and fines directly over the Web.,False,General
19990,"The sponsors also launched an educational Web site, Dcode le Web (www.decodeleweb.com), which uses an online game to teach children 1115 years old how to use the Internet safely.",False,General
21075,"At Microsoft, were proud of the way we operate every aspect of our business, and maintaining that high standard is the responsibility of every Microsoft employee, contractor, and vendor.",False,General
17955,"Non Renewable Energy Use, M Wh Non Renewable Energy Use, % of Total Energy Use",False,Environmental
6620,"For the past 20 years, I have spent a lot of time in the ‘S’ of ESG.",False,Social
15787,"In 2017, we bought the firstever carbon credits generated by US rice farmersopening a new door in carbon markets for agriculture.",False,Environmental
5127,"An example of a useful tool is conflict theory, which believes that as competition occurs between social groups for scarce resources, inequalities follow [7].",False,General
9328,Siemens is putting the power of product lifecycle management software into the palm of every employee’s hand with the release later this year of the Teamcenter application for Microsoft Teams.,False,General
17711,"Five years ago, Microsoft working with Dartmouth College developed PhotoDNA, a technology tool to help refine and automate the search for child pornography among the billions of photos on the Internet.",False,General
12757,"As Europe leads the way on upgraded transparency and disclosure of environmental, social, and governance information across global value chains, we have endorsed the buildout of a level playing field for corporate sustainability reporting.",False,Social
1545,"By tracking the MSCI ACWI Low Carbon Target Index, the global fund’s focus is companies focused on carbon emissions, which screens companies for greenhouse emissions.",False,Environmental
739,"Currently, the Tata Group is running an innovation tech programme on the use of drones for monitoring and improving farm productivity.",False,General
11573,"Perhaps unsurprisingly, we’ve also learned that the sustainability skills gap is creating an increasing sense of anxiety for business leaders.",False,Social
10876,"Brad Smith, Vice Chair and President at Microsoft, said:",False,General
1674,"Here's what else sets Nasdaq100 companies apart:Known and trusted brands As the 2019 Axios Harris Poll recently documented, Nasdaq100 companies are some of the most visible companies in America.",False,General
2567,Page Blobs are a collection of 512byte pages optimized for random read/write operations similar to a database and available in SSD and HDD tiers.,False,General
13314,"That being said, several of our newest products launched in 2021 were designed to be the most energy efficient devices in their product lines, including the Surface Pro 8 and Surface Laptop 4 running Windows 11.",False,Environmental
6984,"Lean manufacturing discipline and a lowcost country footprint enable more favorable operating leverage as volume increases.”—Richard Hilgert, Morningstar senior analyst“Aptiv reports adequate ESG policies and programs.",False,Social
6795,"This news release has been issued by EYGM Limited, a member of the global EY organization that also does not provide any services to clients.",False,General
11135,"In a compelling advancement toward bridging the gap between sustainability pledges and tangible progress, Microsoft unveiled a suite of new data and AI solutions within its Cloud for Sustainability.",False,Environmental
3518,"Using our moonshot analogy, I think of it this way – if our goal is to get to the moon by the end of this decade, this is the equivalent of sending an astronaut into orbit around the earth.",False,Environmental
15145,"To achieve our mission, we must reflect the diverse perspectives and experiences of our customers around the world.",False,Social
10547,"AI products, at a glance, can aggregate large datasets, analyze metrics, generate swathes of assets, and facilitate administrative workloads on businesses across all sectors.",False,General
4732,"The start of this decade has seen more than its share of crises, including the COVID pandemic, a war in Europe and growing economic uncertainty.",False,General
12680,"We originally developed this technology to help farmers make better operational decisions, such as when to plant or spray, especially in the face of changing weather patterns.",False,Environmental
773,Serving tech enthusiasts for over 25 years. Tech Spot means tech analysis and advice you can trust Windows 10 reached a new milestone in January as Microsoft's currentgeneration operating system narrowly edged out Windows 7 in global market share.,False,General
865,Microsoft routinely releases security patches for the Windows Server OS as it discovers new vulnerabilities.,False,General
8521,"For over a decade, the European Union has enforced ESG reporting standards that other countries have emulated.",False,Social
5200,"(2018, September 14).",False,General
19053,"Microsoft believes that, ultimately, the choice of government is for the people of those countries/regions to make.",False,General
641,"As Morgan Stanley’s recent report, ""Sustainable Value: Communicating ESG to the 21st Century Investor,"" highlights, ""With investors increasingly taking note of ESG factors, companies that fail to communicate may miss benefits such as brand reputation, access to capital, and investor interest.""",False,Social
18,"""From realtime customer feedback through social media to increased transparency about corporate citizenship, brands were faced with a profound change in the way they relate to customers and demonstrate their relevance and value.",False,Social
16782,"We believe that everyone can grow and develop; that potential is nurtured, not predetermined; and that anyone can change their mindset.",False,Social
11090,"Google’s Direct Peering allows a business network to plug directly into Google’s edge network, helping it improve network performance and reduce latency for certain workloads.",False,General
3203,The concerns about investment in Chinese companies still remain.,False,General
7288,"Climeworks has stated that it aims to scale up its CO2 capture capacity to multimegatons by 2030, and to reach gigaton scale by 2050.",False,Environmental
12502,Customer experience prioritization for Share Point and One Drive One Drive and Share Point implemented standardized headers that require firstparty applications to tell the service if a given operation must be prioritized or can be deferred.,False,General
5204,"Retrieved from https://www.chevron.com/-/media/chevron/sustainability/documents/climatechangeresiliencereport.pdf[10] Canon, G. “'a clear danger': Oil spill in California City revives calls to cut ties with Chevron.” The Guardian.",False,Environmental
14442,"To the Board of Directors of Microsoft Corporation We have reviewed management of Microsoft Corporations (the Company) assertion that the specified information included in Section 1 of Appendix D of the accompanying 2021 Environmental Sustainability Report (Appendix D) as of and for the fiscal year ended June 30, 2021 is presented in accordance with the criteria set forth in Section 1.10, Reporting criteria in Appendix D. The Companys management is responsible for its assertion.",False,Environmental
9058,"Find experts and solutions that can help you address your unique ESG data management needs, available today on Microsoft App Source.",False,Social
13709,"Using Azure, Anglian built a robust system for customerside smart metering, as well as monitoring and analysis of its network.",False,General
11178,"Especially for a company like Microsoft, with our focus on helping the world’s organizations innovate through technology, our climaterelated role could not be clearer.",False,Environmental
20903,"One hallmark of the digital age has been the increase in publicprivate partnerships to address issues such as skills training, access to technology, and funding for new enterprises.",False,General
17171,We also promote broad environmental awareness by emailing an annual update on our environmental goals and progress to all Microsoft employees globally.,False,Environmental
6923,"Additionally, there were three companies not widely held in traditional funds: Trane Technologies TT, Ecolab ECL, and Aptiv APTV.",False,General
3840,The good news is that many of the data tools used for existing financial analysis can be repurposed here and unleashed on ESG data.,False,Social
18027,Please see our online GRI G4 Index for detailed data and additional information.,False,Environmental
11999,"We completed a labscale pilot of structural materials made from biogenic limestone and algaebased concrete, which have the potential to drive down embodied carbon of concrete installations to near zero.",False,Environmental
11198,"Second, we believe that crosssector efforts will be indispensable for sustainability progress.",False,Social
9155,"Greenhouse gas emissions are divided into three categories for businesses and organizations—Scope 1, 2, and 3. International regulations and GHG reduction targets require companies to cut emission across all three scopes.",False,Environmental
13969,"Driving standards with the Capital Equipment Coalition North America In January 2021, Microsoft became a founding member of the Capital Equipment Coalition North America alongside DLL, GE Digital, Philips, and SAP and in partnership with the U. S. Chamber of Commerce Foundation and the Platform for Accelerating the Circular Economy (PACE).",False,Environmental
18416,"As we do each year, we analyzed patterns of these nonconformances to improve our supplier capabilitybuilding and compliancetraining efforts for the next year.",False,General
12922,"We work to limit these emissions when we design and manufacture our products, and work with our suppliers to report and reduce their emissionsbut still saw an increase.",False,Environmental
6665,"Microsoft Sustainability Manager launched in June 2022 with support for Scope 1 and 2 measurement, and in October, the company announced initial capabilities to track Scope 3 emissions.",False,Environmental
3240,"Organizations need to be able to record their environmental footprint, report to stakeholders, reduce their resource usage, remove their footprint through carbon offsets or recycling and replace highfootprint resources with lowfootprint ones.",False,Environmental
20037,"One of the most recent security innovations from Microsoft is Windows Live One Care, an",False,General
3309,"Microsoft Stock Breaks Out On Oct. 18, Microsoft stock broke out of a flat base with a buy point of 305.94, according to IBD Market Smith charts.",False,General
10359,"We've covered a lot of ground in a short period of time, so thank you both.",False,General
363,"Slated for completion by 2019 on the basis of a selective publicprivatepartnership (PPP) model, Digital India aims to connect 250,000 gram panchayats (village councils) in three years, build a national information infrastructure by March 2017 (at a cost of about US $2.3 billion), and establish public Wi Fi hotspots among other plans.",False,General
14118,"UN Biodiversity Lab In 2021, we launched a new partnership with the UN Biodiversity Lab to help connect remote observations, field data, and AI/machine learning tools.",False,Environmental
3723,"""What I think is sometimes more interesting, and a little bit harder to measure is the catalytic impact that's being had, we're all trying to completely transform a supply chain, the way that the supply chain works from being linear to being circular, and the linear supply chain is quite scaled,"" she said.",False,Environmental
11018,"Photo by New Africa / Shutterstock With extreme weather events, biodiversity loss and natural disasters, there’s more urgency than ever to tackle climate change.",False,Environmental
16248,"As a result, this past fiscal year, weve put renewed focus and thought into advancing the diversity and inclusion agenda within the company.",False,Social
7670,A Ipowered intelligent insights provides visibility into your organization’s ESG data and enables you to make more datadriven business decisions.,False,Social
11790,"It necessitates the coevolution of best practices for business, technology, and policy among thousands of global stakeholders.",False,General
4726,"This adds to the Climate and Sustainability Subject Kit and Sustainability City learning map, available through Minecraft Education.",False,Environmental
8739,The report is intended to provide market intelligence and strategic insights to help decisionmakers take sound investment decisions and identify potential gaps and growth opportunities.,False,General
2940,"Josh Hacker, Cofounder of Jupiter Intel, which helps organizations prepare for climate change and weather risks, said that AWS “allows us to do things at scale that have not been done at scale before.”",False,Environmental
471,“You’re putting yourself in a position of myopia.”There have already been embarrassing incidents based on incomplete or flawed data sets.,False,General
1641,"Ultra Disk Storage makes it possible to utilize a VM's maximum I/O limits using only a single ultra disk, without needing to stripe multiple disks.",False,General
20069,Many governments and regional organizations around the world have affirmed their commitment to privacy laws that do not unnecessarily impede ecommerce and international trade.,False,General
19229,"Overall, we believe that there will be three main trends that affect education globally in FY2011:",False,General
19498,This supplier has signed our Vendor Code of Conduct and already faced quarterly audits from Microsoft personnel and annual audits from an independent auditor.,False,Governance
15761,"Microsoft is committed to leveraging technology to solve some of the worlds most urgent environmental issues, and focusing on key areas where we believe we can have the most positive impact.",False,Environmental
1172,Biggest obstacle: My beginnings were pretty humble – I grew up on a farm in a small rural community.,False,General
4500,"The partnership will also focus on developing joint solutions for ESG measurement, analytics and performance across value chains with Microsoft Cloud for Sustainability.",False,Social
13466,New CIF investments in 2021 include: Marketenabling Climate impact certification SustainCERT is a softwareenabled carbon emissions accounting and verification platform reimagining a future where issuance of highquality carbon credits and other impact claims becomes scalable with integrity.,False,Environmental
14865,Our efforts include: Helping governments: Governments across the world looked to Microsoft to help,False,General
6085,"In 2022, our business grew by 18% and our overall emissions declined by 0.5%.",False,Environmental
14429,The extrapolation excludes ewaste and is conservative by making landfilled the default assumption for disposition method.,False,Environmental
9603,"At the same time, where market practice runs afoul of Delaware’s corporate laws, “then market practice needs to check itself,” she said.",False,General
19846,Microsoft is also a leader in employing construction methods that promote energy efficiency and the use of recycled products and nontoxic materials.,False,Environmental
1032,"If you were creating a failover cluster based on physical servers, you would typically need to connect the servers to the cluster shared volume using FC or iSCSI.",False,General
3364,"""It is equally important to provide access to the business and job creation benefits of the clean energy movement.""",False,Environmental
19133,This reflects the interconnections between our Citizenship work and our business.,False,Social
20044,"The phishers, who launched attacks in 11 countries, asked MSN users to update personal financial data, and then used the stolen information to make purchases or initiate express money transfers.",False,General
19174,"According to the study, by the end of 2013, the worldwide IT industry will have created nearly 6 million new familywage jobsan annual rate of growth of 3 percent, almost triple the rate of growth of other sectors of the overall economy.",False,General
12666,"In collaboration with global experts in science and policy, we identify critical sustainability problems and mobilize the worldwide scientific community to address them.",False,Environmental
1410,"“The people, the staff – it’s just an incredible organisation.",False,Social
12480,"We expect up to a 25 percent reduction in energy usage for these unallocated servers, with a corresponding reduction in Scope 2 emissions.",False,Environmental
142,The VHD format had been around since Microsoft Corp. bought Connectix Corp. and VHD was used with Microsoft Virtual Server.,False,General
6666,"With the new update, in preview in July, the platform adds the final Scope 3 categories, including emissions related to the processing of sold products (category 10), emissions from use of sold products (category 11), emissions from franchise operations (category 14), other emissions from fossil fuel and energy (category 3), and emissions associated with investments (category 15).",False,Environmental
11333,"The solution accelerates customers’ journey towards neutrality by reducing energy and CO2 consumption by up to 15%, and typically produces a ROI within a year.",False,Environmental
8634,"Community Focus: Both Microsoft and Apex Clean Energy emphasize the importance of bringing solar energy benefits to Erie County, highlighting their dedication to community and environmental considerations.",False,Environmental
18308,"Goal: Implement an internal carbon fee that will place a price on carbon, based on current market pricing for renewable energy and carbon offsets, and make the companys business divisions financially responsible for the cost of their carbon emissions.",False,Environmental
815,"When configuring Storage Spaces Direct in a Windows Server deployment, administrators should create volumes for holding workload files, including the VHD or VHDX files used for the V Ms.",False,General
6500,We’re also adding features for recording and reporting on water usage and calculating waste intensity.,False,Environmental
14955,"At Microsoft, we work to ensure that our suppliers operate in a socially, environmentally, legally, and ethically responsible mannerand treat the people who work for them fairly and with dignity.",False,Social
14901,This focus extends to our work to build a sustainable future where everyone has access to the benefits and opportunities that technology can bring.,False,Social
7322,"Republican politicians have hit out at firms such as Black Rock, the world’s largest asset manager, for touting ESG.",False,Environmental
2131,"If a business has one or multiple of these drivers, IT turns next to trying to figure out who they can strategically engage with.",False,General
1797,"These providers make it easier to ""cloudenable"" existing applications, so customers do not have to start all over again with native cloud applications.",False,General
7727,Financial services organizations can rely on the broad capabilities of the Microsoft Cloud as well as industryspecific solutions from our global partners to achieve impactful business outcomes quickly.,False,General
4575,"Cognizant believes that technology can help businesses make informed decisions about ESG, lead the transition to lower carbon and build a more inclusive economy that will positively impact the environment.",False,Social
5190,BBC News.,False,General
8167,(Photo by Dan De Long),False,General
3122,"An ample supply of silicon foundries and OEM contract manufacturers willing to build custom designs at the chip, board and system levels.",False,General
14046,"Around the datacenters, we will construct lowland forested areas as well as forested wetlands, which are highly saturated with water and vegetation suited for water filtration to naturally process storm water and runoff.",False,Environmental
5365,"Another way to look at it is that the company would have run out of Windows Server licenses after migrating only 30% of their Windows Servers to Azure, thus requiring them to buy thousands of additional core licenses they hadn’t budgeted for, as well as significantly increasing their annual Software Assurance spend.",False,General
12411,"Through our Community Environmental Sustainability program, we partner with global and local organizations to identify priority environmental issues, and actively participate in sustainable solutions to protect and restore our communities' natural environments.",False,Social
4275,Profits are still a priority for businesses because they fund the pursuit of a higher purpose.,False,Social
523,Microsoft Office 365 backup subscription licenses are available online and from local distributors.,False,General
3089,A distributed workforce includes both gig workers and fulltime employees working either internationally or domestically.,False,General
18477,"anticipation of, in recognition of, or in return for an official act.",False,General
11620,"Third, the world must prepare the next generation of workers for the sustainability jobs of the future.",False,Social
21334,"Microsoft has established a number of initiatives to ensure that diversity is an integral and valued part of our company at every level, and to demonstrate this commitment locally, nationally, and globally.",False,Social
1996,Exhibit 2 Excerpt of Data Dictionary Developed for the Employee Benefit Plan Audit RPA prototype.,False,General
5253,"For example, across the 20 largest MSCI ESG equity funds in 2021, the companies with the highest average weights were Apple (5.6%) and Microsoft (5.0%).",False,Social
19284,Microsoft Biz Spark Provides startups with access to software to help grow their businesses,False,General
1532,"Of the fund’s 127 holdings, here are its top 15 by weighting:Microsoft (MSFT), 5.11%Ecolab (ECL), 4.43%Apple (AAPL), 3.83%Accenture (ACN), 2.91%Alphabet (GOOGL), 2.41%3M (MMM), 2.39%Black Rock (BLK), 2.19%Salesforce.com (CRM), 1.92%Marsh & Mc Lennan (MMC), 1.77%Northern Trust (NTRS), 1.75%Pepsi Co (PEP), 1.71%Agilent Technologies (A), 1.58%Procter & Gamble (PG), 1.53%American Express (AXP), 1.51%Merck (MRK), 1.39%Vanguard ESG U. S. Stock> Yeartodate gain: 21.2%> Yearoveryear gain: N/A The Vanguard ESG U. S. Stock ETF (ESGV) launched in September of 2018 and has only a 0.12% expense ratio.",False,General
11820,"At Microsoft, we are focused on climate policies and programs that will have a positive impact on all eight billion inhabitants of planet Earth.",False,Environmental
15694,Children out of Mining program We continue to grow our partnership with Pact to address child labor in the Democratic Republic of the Congo.,False,Social
11603,"Currently, data remains spotty.",False,General
2831,"It's time to get back to some basic fundamentals and knowing what you own,"" she said.",False,General
8269,"The new arrangement turboboosts the total up to 12 gigawatts, including engineering, procurement, and construction services.",False,General
9728,"Kyndryl, in collaboration with Microsoft, recently released the findings of the Global Sustainability Barometer, a study reflecting the perspectives of more than 1,500 global sustainability leaders.",False,Social
7489,"In the years since, ESG has grown significantly with a number of countries introducing mandatory ESG reporting standards.",False,Social
12072,Microsoft links carbonfree energy commitments with communityled clean energy and resiliency projects.,False,Environmental
13495,"Addressing air pollution and climate inequities In September 2021, The Proceedings of the National Academy of Sciences published a study that found that Hispanic and Black people in the San Francisco Bay Area experienced up to 30 percent higher air pollution than average.",False,Environmental
15878,Top issues: Access to technology and economic opportunity Climate change and energy Corporate governance Data privacy and security Device lifecycle impacts Environmental/social applications of technology Ethical business practices Human capital Human rights Responsible sourcing and manufacturing,False,Environmental
18706,"At the 2011 Annual Meeting, nearly 99 percent of the votes cast supported our sayonpay resolution.",False,General
19766,We provide additional GR Irelated information through the data provider One Report.,False,General
1299,Our work with Rapid Deploy offers one compelling example of how Azure Sentinel is accomplishing this complex task.,False,General
14932,"A new and fourth pillar to Microsofts AI for Good portfolio will use artificial intelligence to work with nonprofits, universities, and governments around the world to help preserve the languages we speak, the places we live, and the artifacts we treasure.",False,General
6273,Healthcare Teladoc Health is offering improved care management leveraging the Azure data platform and building a copilot on Microsoft Teams with Microsoft Azure OpenAI Service.,False,General
5499,Our services are intended for corporate subscribers and you warrant that the email address submitted is your corporate email address.,False,General
6447,View of the Scope 3emissions tab dashboard in Microsoft Sustainability Manager.,False,Environmental
15127,We bring outside perspectives into the company and inform our business decisions through a variety of feedback channels.,False,General
3276,"Microsoft Stock Has High Composite Rating From a pure investment standpoint, Microsoft stock has an IBD Composite Rating of 98 out of 99, as of Oct. 26.",False,General
9295,"AI is driving a wave of innovation, transforming the potential of organizations in every industry.",False,General
6230,"Additionally, the framework’s performance optimization guidance enables the partner to enhance the application’s responsiveness and user experience.",False,General
1480,"PwC’s study of the economic potential of AI - Sizing the Prize - released in 2017 estimated the potential contribution of AI to the global economy by 2030 as much as $15.7trillion, making it the biggest commercial opportunity in today’s economy.",False,Environmental
19569,"We established the Microsoft Internet Safety, Security and Privacy Initiative for Nigeria (MISSPIN), which brings together 24 local ambassadors to educate communities around the country and find productive online alternatives to scamming.",False,Social
1601,Deploying Storage Spaces Direct Microsoft designed Storage Spaces Direct for two deployment scenarios: converged and hyperconverged infrastructure (HCI).,False,General
10152,We are committed to making sure that our customers do have that knowledge necessary to use AI responsibly.,False,Environmental
5091,"Current Relationship Between Business and Planet Since the industrial revolution, the relationship between humans and the environment has been rapidly deteriorating.",False,Environmental
7067,Unconscious gender biases and algorithms need to be managed considerably so that unfairness or misinformation cannot be allowed to perpetuate.,False,Social
17125,"We encourage and recognize suppliers who made exceptional impact in social and environmental areas through our supplier awards program, which highlights those awarded as examples to attendees of our annual supplier summit.",False,Social
17967,"Weve worked to mitigate the impacts of datacenter water use by using recycled municipal waste water in some waterscarce locations such as San Antonio, Texas.",False,Environmental
10988,"“We ALL need to mobilize.”In the politicized ESG landscape today, it’s a bet, but Nakagawa doesn’t see a problem.",False,Social
18872,"How does a small Indian nonprofit reach 150 million weak readers, doubling the number of good readers in local primary schools (Indias adult literacy is 74.04 percent2)?",False,General
16815,We developed new learning opportunities on a range of topics from unconscious bias training to career development skills.,False,Social
16244,We are deeply committed to creating an inclusive environment where all employees can do their best work.,False,Social
3661,"One goal of Closed Loop Partners (CLP), entering its ninth year, is to bring together institutional investors with strategic corporate investors who seek to build a circular economy for their supply chains while helping their sustainability goals.",False,Environmental
15117,"The charter for the Regulatory and Public Policy Committee of our Board of Directors includes the responsibility to review and provide guidance to the board and management about the companys policies and programs that relate to corporate social responsibility, including accessibility, environmental sustainability, ethical business practices, human rights, philanthropy, privacy and cybersecurity, and responsible sourcing.",False,Social
6048,Supplier engagement needs can vary from basic data collection to supplier data enablement.,False,General
8748,"Ask Our Expert @:https://www.htfmarketreport.com/enquirybeforebuy/3448227esgperformancemanagement-solutionsmarketFIVE FORCES & PESTLE ANALYSIS:In order to better understand market conditions five forces analysis is conducted that includes the Bargaining power of buyers, Bargaining power of suppliers, Threat of new entrants, Threat of substitutes, and Threat of rivalry.",False,General
4825,"Our participation this year will focus on how to measure progress, build markets, and empower people across the globe to deliver a just, sustainable future for everyone on the planet.",False,Social
9356,Education Power School uses Azure OpenAI Service to personalize learning Watch the video Power School is using Azure OpenAI to inform and deliver personalized learning pathways for individual students based on their learning goals within a secure platform.,False,General
5680,"""They're just not playing Whacka Mole,"" said Macindoe.",False,General
11550,The world’s entry into the digital age then required that computer science move into every school.,False,General
12908,The underlying methodologies and emissions findings generated from the Emissions Impact Dashboard (EID),False,Environmental
397,"Start Up India In his Independence Day address on August 15, Modi announced the government’s latest initiative “Start Up India, Stand up India”.",False,General
1537,ET Fdb.com shows it to have $1.487 billion in assets under management and a 0.25% expense ratio.,False,General
2506,"By joining the coalition, Microsoft commits to reduce carbon emissions from flying and to directly contribute to the development of new SAF production capacity",False,Environmental
21274,"Commercial software developers, who rely on the sale of software licenses for most of their revenue, devote substantial resources to developing software that is standardscompliant and interoperable.",False,General
12029,"In 2022, we piloted the Roundtable on Sustainable Biomaterials (RSB) book and claim process, which will result in a SAF certificate for Microsoft in collaboration with United Airlines and AirBP.",False,Environmental
17358,"We met our carbon neutrality commitment through internal efficiency projects, the purchase of more than 3 billion kilowatt hours (k Wh) of renewable energy (equal to 100 percent of our global electricity use), and a carbon offset project portfolio representing more than 600,000 metric tons of carbon dioxide (CO2) emissions.",False,Environmental
5555,"The ability to predict risk and measure and manage sustainability issues across the entire operation and value chain hinges on the ability to stitch together a complex set of disconnected data sources and services and conduct a deep analysis of sustainability, operational, and financial data.",False,Environmental
