,Sentence,cleaned_text,Year,Company
6776,This report describes our citizenship work in fiscal year (FY) 2012 and shares our vision for whats to come.,report describes citizenship work fy shares vision come,2012,MSFT
6777,"Together with our annual financial report, it provides a full accounting of our fiscal and citizenship priorities and performance.",together financial report provides full accounting fiscal citizenship priorities performance,2012,MSFT
6778,"The full scope of our citizenship activities includes serving communities, championing the growth of our people, and advancing our commitment to responsible business policies and practices.",full scope citizenship activities includes serving communities championing growth people advancing commitment responsible business policies practices,2012,MSFT
6779,"In particular, we are increasing our focus on young people in order to help more and more youth reach their dreams.",particular increasing focus young people order help youth reach dreams,2012,MSFT
6780,"Though we live in a time of tremendous opportunity, theres a growing divide between young people with the chance to succeed and those without.",though live time tremendous opportunity growing divide young people chance succeed without,2012,MSFT
6781,"To help close this gap and ensure a prosperous future, we are launching Microsoft Youth Spark, a bold initiative to connect hundreds of millions of youth with opportunities for education, employment and entrepreneurship.",help close gap ensure prosperous future launching youth spark bold initiative connect hundreds millions youth opportunities education employment entrepreneurship,2012,MSFT
6782,"In partnership with governments, nonprofit organizations and businesses, were helping the next generation use technology to make a real impact for a better tomorrow.",partnership governments nonprofit organizations businesses helping next generation use technology make real impact better,2012,MSFT
6783,"For the first time ever, we are now dedicating the majority of our cash donations to organizations that help young people.",first time ever dedicating majority cash donations organizations help young people,2012,MSFT
6784,"And, through our Technology for Good program, we provided more than 62,000 nonprofits in more than 100 countries with affordable access to technology to better serve their communities.",technology good program provided 62000 nonprofits 100 countries affordable access technology better serve communities,2012,MSFT
6785,"In October 2012 we are marking our companys 30th Employee Giving Campaign, whereby the company matches the financial and volunteer contributions of our employees.",marking companys 30th employee giving campaign whereby company matches financial volunteer contributions employees,2012,MSFT
6786,"Through this campaign, Microsoft and its employees gave nearly $100 million in FY12, and in FY13, we are on track to bring the total to $1 billion since 1983.",campaign employees gave nearly 100 million fy13 track bring total 1 billion since,2012,MSFT
6787,"Beyond direct service to the community, we made significant strides in the areas of human rights and environmental sustainability.",beyond direct service community made significant strides areas human rights environmental sustainability,2012,MSFT
6788,"We consulted with businesses, government and other key stakeholders to develop a human rights statement that brings together longstanding policies on issues such as privacy, security, free expression and labor rights.",consulted businesses government key stakeholders develop human rights statement brings together longstanding policies issues privacy security free expression labor rights,2012,MSFT
6789,"And, we exceeded our goal to cut carbon emissions by 30 percent compared with 2007, due in part to the 1.1 billion kilowatt hours of green power we purchased, the third most of any US company.",exceeded goal cut carbon emissions 30 percent compared due part 11 billion kilowatt hours green power purchased third us company,2012,MSFT
6790,"Being a leader in corporate citizenship, we recognize theres always more we can do.",leader corporate citizenship recognize always,2012,MSFT
6791,Our endorsement of the United Nations Global Compact drives us to continually improve our business practices and increase our accountability.,endorsement drives us continually improve business practices increase accountability,2012,MSFT
6792,Im confident that in this coming year we will continue to create value for our business as well as the communities and people we touch through our citizenship activities.,confident continue create value business well communities people touch citizenship activities,2012,MSFT
6793,We must also inspire young people to envision a better tomorrow and connect them with opportunities to realize their dreams.,must also inspire young people envision better connect opportunities realize dreams,2012,MSFT
6794,"A glaring opportunity divide separates young people who have the access, skills, and chance to succeed from those who dont.",glaring opportunity divide separates young people access skills chance succeed nt,2012,MSFT
6795,"Improving access to technology, skills, and opportunities is the central focus of our Microsoft Youth Spark initiative.",improving access technology skills opportunities central focus youth spark initiative,2012,MSFT
6796,"Were using technology to make it easier to find and take advantage of learning opportunities, and were delivering reallife experiences that equip youth for a successful future.",using technology make easier find take advantage learning opportunities delivering reallife experiences equip youth successful future,2012,MSFT
6797,"Empowering youth through education and technology For young people, success in a highly competitive job market requires direct access to technology and relevant skills, as well as a supportive community of educators, leaders, and nonprofits.",empowering youth education technology young people success highly competitive job market requires direct access technology relevant skills well supportive community educators leaders nonprofits,2012,MSFT
6798,"By connecting youth to the resources they need, we can help them create more opportunities for themselves, their communities, and the world, and ultimately make a real impact for a better tomorrow.",connecting youth resources need help create opportunities communities world ultimately make real impact better,2012,MSFT
6799,to 7 million young people worldwide through our Shape the Future program.,7 million young people worldwide shape future program,2012,MSFT
6800,and students in 119 countries to date through our Partners in Learning program.,students 119 countries date partners learning program,2012,MSFT
6801,Advanced learning and collaboration among students and teachers around the world through free access to Office 365 for education.,advanced learning collaboration among students teachers around world free access office 365 education,2012,MSFT
6802,"Connected 20,000 teachers and 600,000 students to a global community of other classrooms and guest speakers through Skype in the classroom.",connected 20000 teachers 600000 students global community classrooms guest speakers skype classroom,2012,MSFT
6803,to succeed in todays evolving workplace at the Microsoft IT Academya careerready education program operating in 160 countries.,succeed todays evolving workplace microsoft academya careerready education program operating 160 countries,2012,MSFT
6804,"Goal: Reach 250 million students and teachers across 115 countries and regions through Partners in Learning, a 10year, nearly $500 million commitment weve made to help education systems.",goal reach 250 million students teachers across 115 countries regions partners learning 10year nearly 500 million commitment made help education systems,2012,MSFT
6805,"To date, weve trained nearly 11 million teachers and school leaders, and reached approximately 207 million students in 119 countries.",date trained nearly 11 million teachers school leaders reached approximately 207 million students 119 countries,2012,MSFT
6806,Were on track to reach our goal of 250 million by 2013.,track reach goal 250 million,2012,MSFT
6807,Goal: Increase access to quality 21stcentury education through partnerships with governments worldwide.,goal increase access quality 21stcentury education partnerships governments worldwide,2012,MSFT
6808,We collaborated with governments through our Shape the Future program to create solutions that connected more than 7 million people globally with relevant and affordable education technologies.,collaborated governments shape future program create solutions connected 7 million people globally relevant affordable education technologies,2012,MSFT
6809,Goal: Improve teaching practices and educational outcomes in developing countries through partnerships with NG Os.,goal improve teaching practices educational outcomes developing countries partnerships ng os,2012,MSFT
6810,"As an example, through our work with the British Council, we helped ministries of education and stakeholders equip schools in six African countries (Ghana, Nigeria, Uganda, Ethiopia, Kenya, and Tanzania) with nearly 100 digital Windows Multi Point server hubs that serve as ICT training centers for local teachers and students.",example work helped ministries education stakeholders equip schools six african countries nearly 100 digital windows multi point server hubs serve ict training centers local teachers students,2012,MSFT
6811,Empowering 100 million youth to imagine and realize their full potential,empowering 100 million youth imagine realize full potential,2012,MSFT
6812,"by connecting them with greater opportunities for education, employment, and entrepreneurship through Microsoft Youth Spark, which partners with governments, nonprofit organizations, and businesses around the world",connecting greater opportunities education employment entrepreneurship youth spark partners governments nonprofit organizations businesses around world,2012,MSFT
6813,"Launching the Microsoft Youth Spark Huban online space where young people can explore and access all the services, programs, and resources provided by Microsoft and our partners for education, skills, employment, and entrepreneurship",launching youth spark huban online space young people explore access services programs resources provided partners education skills employment entrepreneurship,2012,MSFT
6814,"Launching Give for Youth, a microgiving portal that helps individuals fund",launching give youth microgiving portal helps individuals fund,2012,MSFT
6815,"Ongoing development of Innovate for Good, a global online community of",ongoing development innovate good global online community,2012,MSFT
6816,youth dedicated to using technology to make a difference in their communities,youth dedicated using technology make difference communities,2012,MSFT
6817,The best response to disaster is to empower people to connect and collaborate.,best response disaster empower people connect collaborate,2012,MSFT
6818,"We provide powerful technologies and human support that make it possible to keep families and communities connected, and speed the arrival of much needed aid.",provide powerful technologies human support make possible keep families communities connected speed arrival much needed aid,2012,MSFT
6819,"And, as weve shown in Japan, we extend our commitment beyond the immediate need, supporting rebuilding efforts for months and years afterward.",shown extend commitment beyond immediate need supporting rebuilding efforts afterward,2012,MSFT
6820,"Yasuyuki Higuchi, Microsoft Corporate Vice President and President of Microsoft Japan",corporate vice president president,2012,MSFT
6821,"Providing assistance in times of need When disaster strikes, every minute counts.",providing assistance times need disaster strikes every minute counts,2012,MSFT
6822,"Rescue, relief, and rebuilding efforts depend on fast, accurate communication to make a difference.",rescue relief rebuilding efforts depend fast accurate communication make difference,2012,MSFT
6823,"We partner with organizations worldwide, using technology to keep vital information flowing during emergencies.",partner organizations worldwide using technology keep vital information flowing emergencies,2012,MSFT
6824,"We also provide the support and services our customers need to get their businesses up and running again, helping communities get back to normal as quickly as possible.",also provide support services customers need get businesses running helping communities get back normal quickly possible,2012,MSFT
6825,We stay in affected communities to help them rebuild over the long term.,stay affected communities help rebuild long term,2012,MSFT
6826,"Aided governments with disaster response using the Disaster Response Incident Portal, based on the Windows Azure cloud platform.",aided governments disaster response using disaster response incident portal based windows azure cloud platform,2012,MSFT
6827,The portaldeveloped by Microsoft Disaster Response and used by key partners such as the Aidmatrix Foundation contributed to the following: Ensured aid was delivered to victims of the March 2012,portaldeveloped disaster response used key partners aidmatrix foundation contributed following ensured aid delivered victims,2012,MSFT
6828,earthquake in Turkey as part of a collaborative effort with the San Francisco Fleet Week Association.,earthquake turkey part collaborative effort,2012,MSFT
6829,Program in the Collaboration category for our 2011 response to the Japanese tsunami.,program collaboration category response japanese tsunami,2012,MSFT
6830,"$15 million in software donations, which were granted to Net Hope and its member organizations working in the Horn of Africa region.",15 million software donations granted net hope member organizations working horn africa region,2012,MSFT
6831,"a strategic partnership with Esri, a provider of geographic information systems (GIS) services and analytic knowledge.",strategic partnership provider geographic information systems gis services analytic knowledge,2012,MSFT
6832,Educated people and organizationsas part of National Hurricane Preparedness Weekabout using Sky Drive to secure data and prepare for disaster.,educated people organizationsas part national hurricane preparedness weekabout using sky drive secure data prepare disaster,2012,MSFT
6833,Employees who feel they are treated with dignity and respect by their managers,employees feel treated dignity respect managers,2012,MSFT
6834,Employees who would recommend Microsoft as a great place to work,employees would recommend great place work,2012,MSFT
6835,"Employees who feel their work group speaks openly and honestly, even when news is bad",employees feel work group speaks openly honestly even news bad,2012,MSFT
6836,Employees who have a positive opinion about the degree of flexibility they are given in their job,employees positive opinion degree flexibility given job,2012,MSFT
6837,Employees who feel Microsoft is a good corporate citizen in employees' communities and in the world,employees feel good corporate citizen employees communities world,2012,MSFT
6838,"Since 2000, thousands of young women in 16 countries have received free technology education, interactive experiences, and a firsthand look at careers in technology through Microsofts Digi Girlz technology programs.",since thousands young women 16 countries received free technology education interactive experiences firsthand look careers technology microsofts digi girlz technology programs,2012,MSFT
6839,Diversity and inclusion A diverse and inclusive workforce makes change possible and pushes innovation forward.,diversity inclusion diverse inclusive workforce makes change possible pushes innovation forward,2012,MSFT
6840,"Bringing unique, powerful perspectives together allows differences to shine and similarities to emerge, helping us better understand and meet the needs of our diverse customers around the world.",bringing unique powerful perspectives together allows differences shine similarities emerge helping us better understand meet needs diverse customers around world,2012,MSFT
6841,"With this in mind, weve set priorities aligned with a strategic plan based on representation, inclusion, and market innovation.",mind set priorities aligned strategic plan based representation inclusion market innovation,2012,MSFT
6842,focusing on conscious and unconscious bias to foster an inclusive workplace.,focusing conscious unconscious bias foster inclusive workplace,2012,MSFT
6843,"Inspired students from all backgrounds through youth programs such as Blacks at Microsoft Minority Student Day, Digi Girlz, and other opportunities to pursue science, technology, engineering, and math (STEM) disciplines, which are critical to our industry and the global economy.",inspired students backgrounds youth programs blacks minority student day digi girlz opportunities pursue science technology engineering math stem disciplines critical industry global economy,2012,MSFT
6844,with disabilities by bringing together the Cross Disability Employee Resource Group (ERG) with the Trustworthy Computing Accessibility Business Unit at the April 2012 Microsoft Ability Summit.,disabilities bringing together cross disability employee resource group erg trustworthy computing accessibility business unit ability summit,2012,MSFT
6845,"Ceres is a U Sbased coalition of investors, environmental groups, and other public interest organizations working with companies to address sustainability challenges such as climate change and water scarcity.",ceres u sbased coalition investors environmental groups public interest organizations working companies address sustainability challenges climate change water scarcity,2012,MSFT
6846,"With governments slow to act on the accelerating climate change challenge, it is essential that leadership to drive a low carbon economy come from the private sector.",governments slow act accelerating climate change challenge essential leadership drive low carbon economy come private sector,2012,MSFT
6847,"A modest number of large, influential companies are stepping up to the plate, not only because they take good corporate citizenship seriously, but because they understand that operating sustainably also makes them more competitive and more profitable over the long term.",modest number large influential companies stepping plate take good corporate citizenship seriously understand operating sustainably also makes competitive profitable long term,2012,MSFT
6848,Microsofts announcement that it will become carbon neutral in FY13 exemplifies the kind of visionary thinking that has been the companys hallmark for decades.,microsofts announcement become carbon neutral fy13 exemplifies kind visionary thinking companys hallmark,2012,MSFT
6849,"And the fact that Microsoft didnt make this a longterm aspirational goal, but a companywide commitment to be met this fiscal year, is both bold and inspirational.",fact nt make longterm aspirational goal companywide commitment met bold inspirational,2012,MSFT
6850,How Microsoft plans to achieve carbon neutrality reflects the companys innovative spirit.,plans achieve carbon neutrality reflects companys innovative spirit,2012,MSFT
6851,"Ceres has long argued that without putting a price on the carbon emissions responsible for global warming, as long as the atmosphere is treated as an unlimited free resource, it will be virtually impossible to slow the rate of climate change.",ceres long argued without putting price carbon emissions responsible global warming long atmosphere treated unlimited free resource virtually impossible slow rate climate change,2012,MSFT
6852,"Rather than wait for policymakers to take this vital but elusive step, Microsoft is putting an internal price on carbon that will make each of its business divisions responsible for the cost of offsetting its carbon emissions, either through energy efficiency or by payment into a central fund that will be used to source renewable energy or purchase carbon offsets.",rather wait policymakers take vital elusive step putting internal price carbon make business divisions responsible cost offsetting carbon emissions either energy efficiency payment central fund used source renewable energy purchase carbon offsets,2012,MSFT
6853,This kind of green accountability could well become a model for other companies looking to remain competitive in the carbonconstrained economy of the future.,kind green accountability could well become model companies looking remain competitive carbonconstrained economy future,2012,MSFT
6854,"With its Global Human Rights Statement, Microsoft has taken an important step toward aligning its policies and practices with the United Nations Guiding Principles on Business and Human Rights (G Ps).",global human rights statement taken important step toward aligning policies practices principles business human rights g ps,2012,MSFT
6855,"In June 2011, the UN Human Rights Council unanimously endorsed the G Ps, which I developed over the course of six years of extensive consultations, research, and pilot projects.",unanimously endorsed g ps developed course extensive consultations research pilot projects,2012,MSFT
6856,They now constitute the most authoritative global human rights instrument linked to business.,constitute authoritative global human rights instrument linked business,2012,MSFT
6857,"Core features of the G Ps have been incorporated into the updated Organisation for Economic Cooperation and Development Guidelines for Multinational Enterprises, the new European Union corporate social responsibility strategy, the International Finance Corporations revised sustainability policy, and ISO 26000.",core features g ps incorporated updated organisation economic cooperation development guidelines multinational enterprises corporate social responsibility strategy international finance corporations revised sustainability policy iso 26000,2012,MSFT
6858,"The G Ps also enjoy strong support from stakeholder groups including business, workers organizations, and civil society.",also enjoy strong support stakeholder groups including business workers organizations civil society,2012,MSFT
6859,"The G Ps lay out the duties of states to protect human rights, the corporate responsibility to respect human rights, and the need for remedy where harm does occur.",g ps lay duties states protect human rights corporate responsibility respect human rights need remedy harm occur,2012,MSFT
6860,"In addition to calling on businesses to adopt a human rights policy statement, the G Ps provide the means for them to know and show that they respect human rights.",addition calling businesses adopt human rights policy statement g ps provide means know show respect human rights,2012,MSFT
6861,"These include a due diligence process to identify, prevent, mitigate, and account for how they address adverse impacts on human rights, and processes to enable the remediation of any such impacts they cause or to which they contribute.",include due diligence process identify prevent mitigate account address adverse impacts human rights processes enable remediation impacts cause contribute,2012,MSFT
6862,"By reducing the risk that companies cause or contribute to human rights harm, the G Ps protect human rights, build trust between companies and their internal and external stakeholders, and help ensure that fragile global markets become socially more inclusive and sustainable.",reducing risk companies cause contribute human rights harm build trust companies internal external stakeholders help ensure fragile global markets become socially inclusive sustainable,2012,MSFT
6863,"John Ruggie, Former UN Special Representative for Business and Human Rights (20052011)",former special representative business human rights,2012,MSFT
6864,John Ruggie is the Berthold Beitz Professor in Human Rights and International Affairs at Harvards Kennedy School of Government and faculty chair of the schools Corporate Social Responsibility Initiative.,berthold professor human rights international affairs harvards kennedy school government faculty chair schools corporate social responsibility initiative,2012,MSFT
6865,"Microsofts Internet safety programs are vital to our children, as theyre the generation that will only know life through technology.",microsofts internet safety programs vital children generation know life technology,2012,MSFT
6866,"Our students socialize, play games, communicate, and find information through the Internet, which puts them at risk.",students socialize play games communicate find information internet puts risk,2012,MSFT
6867,Having an industry leader like Microsoft teach our children how to stay safe online sends a powerful message to our school community.,industry leader like teach children stay safe online sends powerful message school community,2012,MSFT
6868,"Privacy and data security As people spend more time online and store more information in the cloud, the risk of privacy and data security attacks continues to rise.",privacy data security people spend time online store information cloud risk privacy data security attacks continues rise,2012,MSFT
6869,"Ten years ago, our chairman Bill Gates launched a companywide response with the Trustworthy Computing initiative, which made privacy and data security our highest priorities in product development.",chairman launched companywide response trustworthy computing initiative made privacy data security highest priorities product development,2012,MSFT
6870,We continue to find innovative ways to protect our customers privacy and keep their information secure.,continue find innovative ways protect customers privacy keep information secure,2012,MSFT
6871,Gave consumers the power to manage their privacy with the Do Not Track setting turned on in Internet Explorer 10 in Windows 8.,gave consumers power manage privacy track setting turned internet explorer 10 windows 8,2012,MSFT
6872,The feature prevents advertisers from creating targeted ads based on a consumers web surfing habits.,feature prevents advertisers creating targeted ads based consumers web surfing habits,2012,MSFT
6873,"Revealed how peoples behaviors and attitudes can affect their online reputations with a new survey of 5,000 consumers across the United States, Canada, Germany, Ireland, and Spain.",revealed peoples behaviors attitudes affect online reputations new survey 5000 consumers across,2012,MSFT
6874,"Released in support of the international Data Privacy Day, the survey helps people understand how to maintain online profiles and still protect their privacy.",released support international data privacy day survey helps people understand maintain online profiles still protect privacy,2012,MSFT
6875,"Fueled development of new, creative ways to keep hackers from exploiting software vulnerabilities.",fueled development new creative ways keep hackers exploiting software vulnerabilities,2012,MSFT
6876,"The Microsoft Blue Hat Prize contest offers innovative researchers in this area more than $250,000 in cash and prizes.",blue hat prize contest offers innovative researchers area 250000 cash prizes,2012,MSFT
6877,"Its already inspired technologies used in our Enhanced Mitigation Experience Toolkit, which helps IT professionals protect their systems against common threats.",already inspired technologies used enhanced mitigation experience toolkit helps professionals protect systems common threats,2012,MSFT
6878,"Development Lifecycle practices at the inaugural Security Development Conference in Washington, D. C., which attracted more than 240 attendees from 115 global organizations.",development lifecycle practices inaugural security development conference attracted 240 attendees 115 global organizations,2012,MSFT
6879,"Freedom of expression Internet freedom may seem like a given to some, but for many people around the world, its not that simple.",freedom expression internet freedom may seem like given many people around world simple,2012,MSFT
6880,"In FY11, we adopted a Freedom of Expression policy to guide our decision making when approached by governments that want to filter or censor Internet content.",adopted freedom expression policy guide decision making approached governments want filter censor internet content,2012,MSFT
6881,"This year, we continued to support the free exchange of ideas and information online through our membership in the Global Network Initiative (GNI).",continued support free exchange ideas information online membership global network initiative gni,2012,MSFT
6882,Championed free expression and the right to privacy in the information and communications technologies (ICT) sector as a member of the GNI.,championed free expression right privacy information communications technologies ict sector member gni,2012,MSFT
6883,of our policies and procedures for protecting online speech from government intervention,policies procedures protecting online speech government intervention,2012,MSFT
6884,The GNI is using our assessment as a learning tool to improve its implementation guidelines.,gni using assessment learning tool improve implementation guidelines,2012,MSFT
6885,"As a signatory to the UN Global Compact, Microsoft is committed to respecting all of the human rights described in: The Universal Declaration of Human Rights The International Covenant on Civil and Political Rights",signatory global compact committed respecting human rights described universal declaration human rights international covenant civil political rights,2012,MSFT
6886,"The Global Network Initiative is an international coalition of technology companies, civil society organizations, investors, and academics dedicated to safeguarding human rights in the face of restrictive governments.",global network initiative international coalition technology companies civil society organizations investors academics dedicated safeguarding human rights face restrictive governments,2012,MSFT
6887,Read more about its efforts to advance Internet freedom and online privacy.,read efforts advance internet freedom online privacy,2012,MSFT
6888,Respecting human rights through engagement Many in the human rights community question when its right for a business to leave (or refuse to enter) a country on human rights grounds.,respecting human rights engagement many human rights community question right business leave refuse enter country human rights grounds,2012,MSFT
6889,"While we respect other companies decisions to withdraw from certain markets, we generally believe that engaging in difficult environments holds the greatest promise for promoting human rights.",respect companies decisions withdraw certain markets generally believe engaging difficult environments holds greatest promise promoting human rights,2012,MSFT
6890,"From our perspective, the critical challenge is determining how to operate within these environments, so that citizens derive the same benefits from ICT products as people in other, freer countries.",perspective critical challenge determining operate within environments citizens derive benefits ict products people freer countries,2012,MSFT
6891,We engage with local stakeholder groups to help shape our human rights policies in specific communities.,engage local stakeholder groups help shape human rights policies specific communities,2012,MSFT
6892,We also use our size and leadership to influence government behaviors.,also use size leadership influence government behaviors,2012,MSFT
6893,"Most importantly, we perform due diligence before making decisions, helping us minimize the human rights risks of our actions.",importantly perform due diligence making decisions helping us minimize human rights risks actions,2012,MSFT
6894,"We continued our support of global campaigns such as Safer Internet Day, Data Privacy Day, and National Cybersecurity Awareness Month to raise awareness among consumers, government officials, and organizations.",continued support global campaigns safer internet day data privacy raise awareness among consumers government officials organizations,2012,MSFT
6895,"Goal: Develop strong privacy and safety public policy frameworks in the United States, Europe, and emerging markets worldwide.",goal develop strong privacy safety public policy frameworks europe emerging markets worldwide,2012,MSFT
6896,"We worked with governments and partners in countries such as Turkey, China, Singapore, and Colombia to ensure proposed legislation was flexible, principlesbased, and facilitated transborder data flows.",worked governments partners countries ensure proposed legislation flexible principlesbased facilitated transborder data flows,2012,MSFT
6897,"We also collaborated with governments, organizations, and industry peers in the United States and European Union to help craft legislative proposals on data protection.",also collaborated governments organizations industry peers help craft legislative proposals data protection,2012,MSFT
6898,Goal: Engage with multilateral organizations to create strong and consistent global frameworks for privacy and security policy.,goal engage multilateral organizations create strong consistent global frameworks privacy security policy,2012,MSFT
6899,"We participated in developing the Asia Pacific Economic Cooperation (APEC) Cross Border Privacy Rules, which were released in 2012.",participated developing asia pacific economic cooperation apec cross border privacy rules released,2012,MSFT
6900,"Developed through public/private collaboration, the rules promote dataprivacy practices for companies doing business in APEC economies.",developed public private collaboration rules promote dataprivacy practices companies business apec economies,2012,MSFT
6901,We assisted law enforcement worldwide in their fight against online child pornography by making Microsoft PhotoDNA technology available for free.,assisted law enforcement worldwide fight online child pornography making photodna technology available free,2012,MSFT
6902,Goal: Continue our active participation in the Global Network Initiative (GNI).,goal continue active participation global network initiative gni,2012,MSFT
6903,"We completed Phase II of the GNI assessment, which focused on implementing and observing internal processes, advancing our commitment to freedom of expression and privacy on the Internet.",completed phase ii gni assessment focused implementing observing internal processes advancing commitment freedom expression privacy internet,2012,MSFT
6904,"Hosting the fifth US China Internet Industry Forum, bringing together leaders from government, industry, and NG Os to discuss issues such as free expression",hosting fifth us china internet industry forum bringing together leaders government industry ng os discuss issues free expression,2012,MSFT
6905,"and nonprofit partners to fight cybercrime, online child exploitation, and human trafficking",nonprofit partners fight cybercrime online child exploitation human trafficking,2012,MSFT
6906,Upholding our commitment to human rights as outlined in our Global Human,upholding commitment human rights outlined global human,2012,MSFT
6907,"Conducting a GNI Phase III Assessment, which looks beyond reviewing internal",conducting gni phase iii assessment looks beyond reviewing internal,2012,MSFT
6908,"Microsoft is committed to the fair treatment and safety of workers at manufacturers contracted to our company, and we use a riskbased approach to promote safe and healthy working and living conditions, engaging directly with our suppliers to build their capabilities in these important areas.",committed fair treatment safety workers manufacturers contracted company use riskbased approach promote safe healthy working living conditions engaging directly suppliers build capabilities important areas,2012,MSFT
6909,We have invested heavily in a robust supply chain social and environmental accountability program intended to verify that suppliers meet our Vendor Code of Conduct.,invested heavily robust supply chain social environmental accountability program intended verify suppliers meet vendor code conduct,2012,MSFT
6910,"Brian Tobey, Corporate Vice President Manufacturing, Supply Chain, Information and Services",corporate vice president manufacturing supply chain information services,2012,MSFT
6911,"As a global company with supplier relationships around the world, Microsoft recognizes the importance of working with suppliers committed to responsible business practices.",global company supplier relationships around world recognizes importance working suppliers committed responsible business practices,2012,MSFT
6912,"As the foundation of our commitment, all companies doing business with Microsoft must agree to abide by our Vendor Code of Conduct, which sets out our expectations about ethical business practices, employment practices, and compliance with environmental and worker safety requirements.",foundation commitment companies business must agree abide vendor code conduct sets expectations ethical business practices employment practices compliance environmental worker safety requirements,2012,MSFT
6913,We also share experiences and best practices with our suppliers to encourage them to improve their business practices.,also share experiences best practices suppliers encourage improve business practices,2012,MSFT
6914,We work collaboratively with our suppliers to verify that they are complying with the Vendor Code of Conduct and to enhance their ability to find and fix problems that do sometimes occur.,work collaboratively suppliers verify complying vendor code conduct enhance ability find fix problems sometimes occur,2012,MSFT
6915,"If we find a supplier is unwilling to follow the Vendor Code of Conduct or address such problems, we will takeand we have takendisciplinary action up to and including terminating supplier contracts.",find supplier unwilling follow vendor code conduct address problems takeand takendisciplinary action including terminating supplier contracts,2012,MSFT
6916,"There is always room for improvement, but we are encouraged by the cooperation we find among our suppliers and many companies across the electronics industry to tackle existing challenges and address new issues as they arise.",always room improvement encouraged cooperation find among suppliers many companies across electronics industry tackle existing challenges address new issues arise,2012,MSFT
6917,"Vendor Code of Conduct The Microsoft Vendor Code of Conduct (VCC) sets our expectations for ethical business and employment practices among all companies doing business with Microsoft, including overseas suppliers and service providers.",vendor code conduct vendor code conduct vcc sets expectations ethical business employment practices among companies business including overseas suppliers service providers,2012,MSFT
6918,"Fair, legal wages under humane conditions A safe and healthy work environment A workplace free of harassment, discrimination, or abuse Freedom of association",fair legal wages humane conditions safe healthy work environment workplace free harassment discrimination abuse freedom association,2012,MSFT
6919,"No forced or child labor Environmental and regulatory compliance Business, legal, and anticorruption protections",forced child labor environmental regulatory compliance business legal anticorruption protections,2012,MSFT
6920,"Hardware production To meet our own and others expectations to make our products with integrity, Microsoft operates a Social and Environmental Accountability (SEA) program specifically focused on suppliers that produce our hardware products and packaging materials.",hardware production meet others expectations make products integrity operates social environmental accountability sea program specifically focused suppliers produce hardware products packaging materials,2012,MSFT
6921,Raising supplier accountability expectations Microsofts hardware and packaging suppliers are required to,raising supplier accountability expectations microsofts hardware packaging suppliers required,2012,MSFT
6922,provide Microsoft and thirdparty auditors onsite access to conduct audits and assessments of conformance with our Vendor Code of Conduct.,provide thirdparty auditors onsite access conduct audits assessments conformance vendor code conduct,2012,MSFT
6923,Microsofts factory managers and SEA team regularly visit supplier factories to assess living and working conditions.,microsofts factory managers sea team regularly visit supplier factories assess living working conditions,2012,MSFT
6924,The factories that assemble Microsoft products receive thirdparty compliance audits at least once a year.,factories assemble products receive thirdparty compliance audits least year,2012,MSFT
6925,The suppliers we contract to make components for our products also receive SEA team assessments and thirdparty audits based on their risk level.,suppliers contract make components products also receive sea team assessments thirdparty audits based risk level,2012,MSFT
6926,All of the final assemblers of our hardware and all highand mediumrisk component suppliers have undergone human rights precontracting and ongoing screening.,final assemblers hardware highand mediumrisk component suppliers undergone human rights precontracting ongoing screening,2012,MSFT
6927,"In FY12, 98 significant hardware suppliers underwent human rights risk assessment and monitoring.",98 significant hardware suppliers underwent human rights risk assessment monitoring,2012,MSFT
6928,Monitoring detected eight nonconformances of the nondiscrimination provisions of our Code of Conduct.,monitoring detected eight nonconformances nondiscrimination provisions code conduct,2012,MSFT
6929,"It also found seven instances of concern regarding suppliers forced labor prevention processes, including protecting workers ability to refuse overtime work and to have easy access to their personal identification documents that workers need for travel.",also found seven instances concern regarding suppliers forced labor prevention processes including protecting workers ability refuse overtime work easy access personal identification documents workers need travel,2012,MSFT
6930,escalated to Microsoft senior management and the suppliers were placed on restricted status with no new Microsoft business awarded until they had resolved the issues.,escalated senior management suppliers placed restricted status new business awarded resolved issues,2012,MSFT
6931,We identified one instance of underaged labor at each of two,identified one instance underaged labor two,2012,MSFT
6932,"supplier sites, and one instance at a site of a prospective supplier with which we declined to do business.",supplier sites one instance site prospective supplier declined business,2012,MSFT
6933,"The cause of these violations was vulnerabilities in the suppliers age verification procedures, which did not detect the misuse of borrowed identification.",cause violations vulnerabilities suppliers age verification procedures detect misuse borrowed identification,2012,MSFT
6934,"Both cases were escalated to senior management, and the supplier was placed on restricted status with no new Microsoft business awarded until the problem was resolved.",cases escalated senior management supplier placed restricted status new business awarded problem resolved,2012,MSFT
6935,We verified they had taken corrective actionincluding immediately ceasing employment of the minors and providing the minors a safe journey homeand verified they had taken appropriate steps to make their identity validation controls more robust.,verified taken corrective actionincluding immediately ceasing employment minors providing minors safe journey homeand verified taken appropriate steps make identity validation controls robust,2012,MSFT
6936,"In one case, we helped the supplier implement facial recognition software to screen new employees and substantially reduce the risk of minors using false identification papers to get work.",one case helped supplier implement facial recognition software screen new employees substantially reduce risk minors using false identification papers get work,2012,MSFT
6937,We seek worker input to help target our supplier engagement efforts for improvements where they matter most.,seek worker input help target supplier engagement efforts improvements matter,2012,MSFT
